RA,DEC,DELTA_3MPC
10.751858,50.080724,-0.1494
125.830381,36.918349,2.2406
333.667497,-28.652574,-0.9748
301.474739,59.438979,0.0322
222.058073,-10.329486,-0.6057
82.549063,-20.774331,-0.9277
118.991894,29.414641,-0.8298
308.864295,-51.517901,-0.8325
251.377725,73.338675,-0.6299
102.834083,-77.980014,-0.7752
47.608381,71.53256,-0.3482
281.07732,7.429767,0.5613
207.440885,30.418418,-0.2585
346.837748,82.293864,-0.7342
146.336824,82.966654,-0.228
125.649707,63.474188,0.2823
104.672211,47.482406,1.5123
173.476849,12.435279,-0.7735
116.182671,-49.367695,3.7123
26.348616,-10.762342,-0.2568
112.366461,14.157385,-0.2794
78.798936,-46.184661,-0.739
293.538599,18.465824,-0.8759
84.813312,11.311202,-0.888
165.193766,39.239894,4.1978
242.185767,23.55646,2.3904
53.721674,65.655231,0.2849
191.261694,-14.471481,-0.8385
304.987303,13.789014,-0.4642
210.269071,18.918652,-0.8971
173.659118,-27.389907,-0.7069
301.996402,29.141675,-0.9089
341.010694,-30.534076,-0.6265
295.554744,50.031411,-0.6031
147.027401,73.412179,-0.721
220.209512,-44.548502,-0.8003
189.59101,15.341388,-0.499
109.191104,64.994129,0.1449
156.715246,15.136275,1.8174
298.536041,-14.282873,-0.7378
108.172743,34.890156,0.2334
320.240541,-17.579596,0.2065
356.914555,-3.891056,-0.0732
110.436226,88.693969,0.7359
44.1857,-21.689678,-0.2757
344.582766,73.336929,-0.4141
61.583457,43.573008,0.2273
277.726971,-14.338589,4.8541
14.080852,72.387641,-0.9042
84.803435,-62.890477,-0.2589
93.655912,81.642102,-0.6426
107.004612,37.176925,-0.8348
330.949354,8.384305,0.1371
63.111495,-9.432322,-0.5915
62.510027,77.390046,-0.662
249.002977,55.765105,-0.1061
342.834159,8.913695,0.5567
140.142369,56.747582,-0.837
278.326316,10.559905,-0.2227
11.172921,40.978774,2.2746
296.662939,24.661539,-0.264
260.422884,-54.932262,-0.469
322.781635,-50.854731,-0.5154
229.483542,39.951277,-0.9459
338.881192,-39.553712,-0.9345
140.348667,70.810946,0.9205
263.71132,5.825634,5.5524
261.203115,-65.045436,3.1298
96.69883,47.922889,5.0243
331.408634,44.854778,-0.5825
280.503645,27.145499,-0.4846
311.886642,73.61221,-0.8551
130.53276,44.298671,-0.828
302.851722,48.980805,0.5215
113.391526,0.789459,-0.7357
347.184378,47.573684,-0.6824
8.620969,-13.099246,-0.5798
222.907517,-9.13629,0.8185
40.406224,18.125655,-0.3826
258.743942,46.248699,-0.7005
130.927789,-73.547206,-0.38
313.430614,-2.80947,0.7825
314.172904,-87.588984,-0.7065
132.512354,0.317197,-0.8127
291.59344,-12.053518,-0.7991
245.209276,-78.863662,5.468
153.564094,-26.183936,-0.7536
123.56512,-39.236153,-0.3801
75.709775,70.747892,-0.9371
22.755043,-11.149631,8.7544
186.249373,-74.246421,-0.7004
194.414593,-17.960862,0.0875
159.846717,25.595838,-0.4577
342.214985,74.950219,-0.7495
4.928442,67.080976,0.3798
306.109786,-10.934509,-0.7036
288.295721,23.951821,0.9283
273.150862,84.137348,12.9468
188.969512,-63.183072,0.7247
68.527936,68.97033,-0.7785
310.636573,62.376377,-0.5362
268.054076,74.636092,-0.9189
299.815637,84.03276,-0.9612
84.883526,-60.350631,-0.8747
199.574998,10.909646,-0.3499
149.745326,-60.203794,-0.0919
230.281717,-41.30957,-0.1121
270.93877,52.986962,0.0854
62.537533,68.261857,-0.2689
62.653764,-7.696587,0.5899
15.698475,44.588147,-0.2451
56.586614,-53.187546,-0.7554
86.462363,-8.544109,0.6884
26.106688,-89.252047,-0.8412
128.048744,50.168032,-0.802
243.059866,-42.032601,6.1633
285.506326,-83.84328,-0.8237
124.493855,-26.70207,0.7042
30.176963,-25.583727,0.2041
273.374037,39.51772,-0.8446
140.826128,-24.059347,14.6363
90.513934,-35.829817,-0.5602
169.448751,-88.535811,-0.6214
349.151139,50.698571,-0.6012
134.150341,-76.832679,0.058
345.403107,-28.316042,-0.7366
91.140897,-45.661107,-0.8887
37.996114,81.91263,0.3543
56.584369,19.132124,-0.8653
278.561426,-84.762958,-0.8944
193.540722,31.594482,-0.7182
209.49201,68.898047,9.2978
348.375023,30.268021,-0.6287
181.741453,4.248603,3.4815
42.12752,-31.190749,-0.4758
258.665484,21.446915,-0.3303
74.826491,-82.581353,-0.2062
209.353685,-49.524052,-0.716
307.576356,75.674287,-0.3759
171.749187,37.927526,0.1686
113.142636,-72.958507,-0.2241
207.196771,30.691273,-0.7181
45.702465,71.930389,0.8889
110.72306,30.732713,-0.9405
181.491403,16.330795,0.3082
91.494419,-0.949032,-0.0032
14.132924,16.391864,-0.3309
210.650753,66.797794,1.4401
144.449051,-33.128557,-0.0322
140.619693,49.011447,-0.9798
358.852607,25.389893,0.6073
40.242251,-66.481286,-0.3856
55.50323,-47.037821,-0.2938
315.454254,69.061092,-0.1839
46.894197,-31.629914,-0.3149
330.34422,-16.335393,-0.8437
241.90591,-30.108155,-0.704
190.138646,10.079524,0.7177
100.224245,-78.108088,-0.4139
129.410454,-10.505874,-0.2543
297.343645,-0.040782,0.3605
20.701637,56.559737,-0.5397
276.677499,-51.71708,1.2596
298.015447,-20.141008,-0.2063
254.148087,4.828386,-0.8403
19.621679,55.739336,-0.5916
267.355771,36.346735,-0.623
260.339004,-81.893183,-0.3427
4.713795,-27.133912,-0.8342
321.222012,-50.860346,4.2097
47.590497,-67.888929,0.6388
345.881582,-40.422721,-0.1901
25.477409,12.859445,-0.3167
85.697794,57.045548,0.9326
248.487189,69.303505,-0.903
49.406873,-29.603518,-0.1228
66.588321,-48.51893,-0.8599
4.021792,13.281584,0.7854
297.532827,29.956661,-0.7843
13.542228,9.498127,-0.1218
227.726286,59.392675,5.2417
209.630638,-18.755496,1.3202
184.046494,-30.290497,-0.8214
135.056781,12.017535,-0.2064
107.842523,28.787798,-0.3399
344.501109,-29.810689,-0.4311
282.728979,-44.333557,3.5189
332.183736,84.006314,-0.4347
264.203263,37.405768,8.513
298.443212,20.354045,-0.7182
347.103152,-38.737058,-0.3318
163.31204,75.872126,-0.3807
326.482658,5.16421,-0.1427
15.506699,-41.390468,0.6015
38.833969,-24.933437,1.9283
176.534761,-23.004731,-0.4572
163.43037,-83.854715,-0.5162
157.756709,-16.371977,-0.4369
193.388995,-43.06984,0.8669
193.814205,-8.588303,-0.8594
313.403306,10.917138,-0.6451
124.528613,-29.585228,4.3279
113.846744,-84.504782,-0.9515
252.682286,76.956103,0.7976
233.451698,-68.83602,1.547
298.744914,-26.886988,0.9135
111.340126,40.900486,-0.6704
2.301918,68.294551,1.0954
339.862926,26.309064,0.2694
15.921142,-46.729604,0.215
244.80466,29.426004,-0.8368
115.859517,-17.561856,-0.5585
152.4719,44.063644,-0.3198
301.6918,-18.81643,12.0307
151.048616,-74.195876,-0.8593
51.97375,4.803139,-0.4506
271.596631,-82.39684,-0.0235
7.276146,22.206435,-0.3675
98.903876,-32.879991,-0.2608
193.7065,68.78562,-0.9136
157.59493,0.161393,-0.1498
223.282202,-83.874408,-0.8314
137.285169,24.932928,-0.43
140.610496,59.597979,-0.4447
125.516614,-81.922532,2.0631
319.417369,44.082787,-0.965
6.226744,47.071638,-0.9515
338.271108,32.507255,-0.7175
128.959803,-1.780401,0.7791
131.357792,26.539503,-0.1175
261.321425,-1.8741,-0.4022
139.779626,-22.264088,2.1244
221.992136,-81.054355,-0.7714
325.307044,-0.665946,-0.6918
304.631297,50.942666,0.1687
185.532004,-80.834819,-0.075
257.994766,-83.296026,-0.7391
141.276508,-59.518461,-0.6841
279.375896,-36.871009,-0.7586
61.266037,0.005392,-0.871
16.427441,59.15795,-0.6905
194.663763,-84.661273,-0.9459
77.521927,50.739421,-0.4903
262.341339,38.596331,-0.5153
36.476463,-0.137942,-0.3112
3.05825,-55.376061,1.7203
243.253206,-74.69292,-0.4785
180.287798,-61.527278,-0.7843
342.725546,-30.089121,-0.5546
89.094819,5.550495,-0.8206
44.372202,-27.105331,0.0699
8.318225,10.579297,0.5735
159.929046,68.657097,0.6391
36.294079,-66.643509,1.9455
279.231638,70.99559,-0.91
25.914886,-55.022855,-0.6619
331.471732,-1.347531,13.5844
194.707412,42.055794,1.0651
250.693902,35.433867,0.1209
47.130158,46.467978,-0.4784
32.221917,38.455244,1.696
127.32616,-87.119071,-0.5862
187.356434,-0.72464,-0.6869
207.180702,-21.753895,-0.1774
118.723845,77.029949,-0.4656
98.158426,81.846532,-0.7336
353.307795,-43.871751,-0.704
98.158291,38.167931,1.0823
49.652967,-47.316712,2.8886
129.405479,44.744763,0.1117
109.393673,-36.159958,-0.6937
151.824672,41.507818,-0.4843
224.536945,-85.119889,-0.8132
217.133256,36.493156,-0.855
251.384359,-14.263133,-0.2024
56.406625,42.949421,-0.4705
16.539971,-73.514827,1.5544
284.691528,66.243694,0.6055
78.17495,29.781009,-0.9318
113.639401,-23.247408,2.6355
164.044697,-28.522365,-0.6387
257.870293,-36.816377,-0.6761
58.890395,15.975256,-0.5305
324.864815,-82.913941,-0.4594
115.74984,38.151583,-0.8896
353.758569,51.608246,0.1739
102.748523,-44.399211,-0.6727
261.235086,-64.808074,-0.8437
135.60088,84.869271,1.0686
301.171585,24.117392,-0.8501
166.466373,34.90762,-0.0643
313.391479,23.827223,-0.6501
271.417905,-45.13606,1.7472
210.970294,54.299412,0.3206
89.996375,-3.342356,1.051
93.552379,-42.584638,-0.9447
356.911953,16.828251,-0.6966
333.139679,69.05319,-0.5273
49.83062,49.723982,-0.1038
73.463226,38.093075,1.6885
38.453179,-41.861856,-0.9207
72.481607,-39.782218,-0.1707
104.485528,59.568514,-0.7888
301.545695,53.950597,-0.5511
34.26561,65.016573,-0.8341
317.563404,80.759065,14.1243
349.894847,-24.21489,0.4469
101.426425,17.981598,-0.534
164.244184,11.577687,-0.7267
190.558215,-35.35223,0.4006
74.04816,8.297172,-0.5328
263.367496,87.164696,-0.0495
208.799568,78.411573,-0.1155
40.383848,3.469517,-0.6584
322.553633,-45.93625,0.2614
108.789369,60.315479,-0.7225
56.249034,64.237957,-0.8431
353.467585,11.330394,-0.1813
37.047239,-5.770469,1.0499
21.490806,-57.253542,-0.8707
85.519082,-30.630504,8.2651
114.93537,-87.381745,-0.8318
156.16896,-11.067703,-0.1299
246.661278,-66.93807,9.5155
131.656818,3.135581,-0.877
201.3601,-45.32514,-0.8439
2.092113,69.608666,2.138
138.563885,-67.814715,3.056
340.188723,-10.869297,-0.9217
278.944814,-65.00838,-0.7515
266.688205,12.544714,-0.6534
109.625752,-33.257708,-0.6959
175.743422,-71.183502,-0.0293
304.028461,18.082977,-0.2952
316.856041,6.864142,-0.9026
255.795491,-52.147508,2.3308
164.354915,84.022004,-0.8792
26.339416,51.900171,0.2441
42.967191,21.107897,-0.9633
0.105452,79.820968,-0.8234
129.311917,44.435606,-0.8325
8.418227,-3.10501,6.7601
156.607845,83.370573,-0.715
215.114984,25.5628,-0.0046
214.516851,-65.43702,0.5461
199.907107,-72.25995,0.3137
81.42151,-73.393586,-0.6672
186.908005,-26.020617,-0.5925
352.740935,-88.493289,0.3574
160.062403,10.588711,-0.2416
314.817007,-11.448573,3.4451
137.305959,-24.497093,-0.9622
224.295998,-12.683745,1.292
173.462006,-13.60457,-0.1774
247.904091,87.87708,4.3651
323.056022,-14.638236,9.3793
158.72427,75.971236,-0.44
272.663805,63.669568,0.0497
317.714274,-13.003086,-0.6122
284.236037,-82.387459,1.1671
8.84016,62.682934,1.2288
0.068275,-51.788487,-0.5862
317.865484,-79.473318,0.5489
262.552828,66.792089,-0.4327
344.927532,28.501464,-0.7765
105.293662,-57.944024,-0.1165
283.668571,-37.982816,0.2131
288.547948,44.225284,0.3108
308.637536,-67.787375,-0.7882
249.130049,40.076244,-0.5206
49.790877,-7.480555,-0.9117
245.139386,60.688195,-0.2659
217.61413,25.745925,-0.3103
120.121953,86.772853,-0.887
75.100857,64.275065,-0.8909
318.63598,-28.132699,0.2343
51.100738,-3.315379,1.8815
151.991243,79.108564,-0.7742
224.207468,-62.615062,-0.477
349.846715,-14.910356,-0.8978
241.551487,13.737263,0.7971
109.756152,-26.785249,2.6585
21.838296,-73.051406,-0.8441
114.373124,-52.846108,-0.8881
105.403161,-12.062329,-0.5216
294.868613,66.999123,-0.2223
135.57044,12.964523,-0.8694
35.4414,-36.272712,-0.8601
313.191887,-59.756908,1.1218
6.499536,21.298774,-0.919
1.083382,-57.481124,-0.9019
170.911168,-77.266752,-0.4992
24.919304,-84.055689,4.6576
63.756683,35.585031,-0.6715
354.70245,69.547293,-0.8542
303.971401,5.426274,0.1487
275.053563,-39.754132,1.3447
241.485499,-53.216828,2.1219
17.213562,-40.258602,-0.0412
300.927136,-35.068957,0.2404
169.627799,18.705413,0.2696
35.395191,76.226375,-0.2213
108.270364,-49.660165,4.463
180.708523,-25.327297,-0.3399
4.930055,17.017145,-0.4447
90.87101,-10.242767,0.7376
120.932506,-69.00669,-0.216
166.964882,-61.818219,5.2142
0.713378,14.13266,5.6177
203.559343,19.540372,-0.8055
71.148136,15.942039,0.6155
215.010191,56.735221,-0.3593
86.094111,-55.362452,-0.0877
144.978639,-8.836182,1.4822
224.506872,-6.208613,-0.563
236.366138,-51.267866,-0.7714
11.01445,37.723991,-0.6966
192.626837,-33.791506,-0.4905
293.991001,21.42655,-0.9452
74.312296,-14.172817,-0.6061
191.51591,-46.795574,-0.407
161.141271,-52.760573,0.7732
305.976567,-1.458529,-0.708
157.954707,-46.710011,-0.0109
339.782584,31.338363,-0.3413
234.874235,21.074534,0.6728
202.09796,52.191917,1.4476
105.091035,-66.023457,-0.6344
214.749221,68.792339,1.4594
47.248712,4.169383,0.9622
149.847874,27.224863,-0.5959
102.39406,86.23911,1.1664
241.299541,3.443497,-0.1747
275.038553,68.383644,0.4258
334.306388,-31.529336,0.2075
79.956277,59.41093,-0.6765
318.510251,78.400219,-0.7089
304.542535,-56.259836,1.9435
310.475367,-0.287878,-0.6499
266.57131,71.135501,-0.9456
96.37972,-25.853291,-0.7417
316.033983,35.287393,1.6488
215.837446,-71.69463,2.5147
266.620213,-35.849297,1.3815
73.892648,28.70005,-0.6203
56.667793,-10.467421,-0.5943
99.666589,28.523091,-0.0319
184.09348,9.482823,0.2347
149.985035,77.286034,-0.9463
319.538893,-68.370247,-0.7932
4.686661,22.237556,-0.3092
28.817421,-7.908864,-0.5678
117.14755,76.81631,-0.7643
60.383604,64.171058,0.0341
146.430222,-33.001446,-0.689
258.333516,60.10805,-0.9359
357.630434,13.551634,0.9983
72.746909,-37.687025,-0.4628
95.750868,-73.535274,-0.0934
276.745914,-59.977355,-0.8367
97.937895,23.21141,-0.8125
253.34999,-0.386778,-0.925
210.056057,-65.910533,-0.0369
307.761876,70.834752,-0.5289
12.001239,14.082475,1.5245
352.708906,83.795106,-0.7156
347.130241,-40.44657,-0.8146
8.059606,-56.906134,-0.8216
179.823392,66.986272,0.493
144.513398,45.162512,8.7655
91.498734,-51.849894,-0.6079
352.017332,-26.762159,0.2507
62.856168,-32.717733,-0.6782
94.879617,36.904514,-0.6262
2.96027,-51.233935,-0.8512
208.880326,-76.147405,-0.308
309.88751,57.280001,-0.7179
223.888657,-87.922161,-0.8012
234.578601,19.47435,1.4538
23.875333,-34.459893,0.7224
257.330599,-13.821094,1.5414
147.241591,-77.875012,-0.1827
170.536487,-60.197898,-0.7652
210.605605,0.224135,-0.0789
351.131171,-20.995158,-0.161
269.345972,-8.905097,-0.7829
246.213752,-89.059871,4.7685
155.481493,77.048602,-0.3948
12.402186,3.579145,-0.253
193.926482,-11.670481,-0.2516
237.917243,66.204561,0.0888
253.508286,-78.733039,-0.5557
218.83719,-9.601323,1.7672
108.132129,13.722437,2.4599
79.571305,-40.058863,-0.9395
32.433848,-43.275886,-0.5367
253.019294,-60.920128,1.3134
349.482939,37.08282,0.0501
189.008087,30.331335,-0.8343
242.34576,-16.329774,-0.6205
249.336901,-71.982027,2.7259
58.119158,-56.619592,-0.9098
69.048511,-17.372697,-0.2943
74.943803,-45.323747,-0.4591
335.822952,42.584218,-0.62
5.608822,-75.724963,-0.585
194.820758,-19.677354,0.2913
135.783944,69.768656,0.3959
237.366121,-29.142712,-0.1086
79.377179,47.060833,0.2809
346.021495,-35.911115,-0.486
119.23752,26.231651,2.1956
333.333641,10.442681,0.4416
212.112129,3.959131,-0.6939
149.205996,-63.414255,0.109
264.198788,-80.782694,1.1346
199.103283,-66.023042,-0.2185
49.889709,45.839521,-0.8082
253.616112,89.624733,-0.9317
208.617808,-43.265477,0.3282
203.632195,-42.379236,-0.8348
265.732481,-20.838098,-0.776
235.252868,-25.112856,-0.7672
131.847323,24.796008,-0.812
114.655957,-9.458336,-0.5957
90.294788,22.504037,-0.3316
207.052355,-72.477357,-0.7482
107.959593,43.523194,-0.7839
43.350585,48.760116,-0.6075
281.771097,81.002776,-0.5388
75.287607,27.858835,-0.1617
59.355717,13.66218,-0.2109
305.64035,14.630339,-0.8615
252.766083,-73.484697,0.6955
275.816508,-30.680644,-0.8832
126.129797,70.288059,-0.1848
222.277035,69.15117,-0.4851
335.58993,81.821243,3.5603
101.771014,30.846206,-0.6501
24.826354,-49.810323,-0.3594
61.516101,59.54462,-0.3394
323.087862,14.188098,0.2443
101.35119,-72.690088,1.5009
176.851046,-79.436598,-0.1648
192.444816,22.230709,8.7058
345.604905,28.567272,-0.5545
108.532446,-34.404712,1.5627
187.700865,78.496164,-0.1927
344.924758,-58.218969,-0.282
72.484135,-62.160688,-0.8581
215.238709,-23.497462,0.2274
22.898432,-0.295082,-0.5359
94.671064,-6.131855,-0.4125
24.917378,34.503809,-0.4031
118.854989,-54.200281,0.1657
74.316171,3.434532,1.4757
287.42966,0.42024,-0.5159
166.822362,72.903919,-0.5908
145.800077,54.935433,-0.1842
249.236326,68.313056,-0.8281
340.991753,67.559802,-0.7838
108.555621,-71.899511,0.1365
24.030377,0.790504,-0.693
39.52086,66.763896,0.5746
308.597409,58.530851,-0.4637
304.507797,74.789312,-0.6009
171.131546,-82.373202,1.3825
53.151467,-14.402551,-0.7251
189.536176,-69.149118,-0.3926
240.63188,-67.945858,-0.7162
119.605136,10.546462,-0.4036
29.70649,87.443162,0.3078
115.898991,46.094133,-0.2715
248.606628,6.759508,-0.4216
352.212368,60.505329,-0.4821
68.432453,23.625875,-0.1644
329.240069,-74.631716,0.0377
164.384248,22.837344,0.0191
238.758525,-76.065771,-0.2531
310.931615,-22.889613,-0.6991
200.685749,-23.872409,-0.485
22.126098,87.502965,-0.6431
95.680322,-67.061682,-0.0424
289.046062,62.540267,-0.5572
199.041061,-35.350195,-0.5424
118.466734,-3.512755,2.4175
209.988621,69.643328,-0.4564
96.685238,-14.333286,-0.9307
86.763708,31.777504,3.4491
298.221489,69.097316,-0.3944
144.024338,-54.209718,-0.5836
98.636021,-30.533379,-0.5854
147.303516,19.379047,-0.594
331.427998,-22.838604,1.6527
65.083929,-10.398087,-0.6929
66.682565,38.638713,-0.6934
127.355352,66.216892,-0.5059
21.757963,-22.15057,-0.9057
26.971641,-42.093965,-0.6315
3.95229,41.747031,0.9526
52.62735,17.459398,-0.1255
230.539457,43.729165,0.1588
70.713409,79.208878,-0.7019
136.004387,-48.710302,-0.9102
254.010721,46.514416,0.3112
11.456338,-41.066023,-0.8093
75.261209,-45.762253,-0.9023
358.519757,39.612137,-0.7541
214.906248,-38.426112,-0.721
237.592674,-87.698163,-0.838
185.777283,-14.056103,-0.3731
347.721287,-24.869617,6.8257
51.946927,-85.668136,-0.4254
24.254205,-27.1004,-0.7138
293.81982,-24.972831,-0.3479
1.474693,5.733074,0.8438
202.16225,-1.389816,-0.9536
0.508459,-60.479189,-0.631
125.368072,35.443951,-0.1783
234.319129,74.412573,-0.0786
197.037492,53.033087,-0.6549
201.550429,-61.442666,-0.8752
56.64463,9.474013,-0.235
106.103773,-56.047503,-0.7563
255.610481,-18.192631,-0.9748
8.386979,67.851096,-0.3072
214.301989,-68.950513,-0.193
186.14362,79.360535,-0.5311
123.824597,-29.313001,3.5388
120.519111,21.434815,0.0519
287.620998,-1.124167,-0.2902
137.518871,9.62294,2.5376
28.749488,22.865277,4.4995
346.334198,-74.007822,0.7385
46.932934,-53.960281,-0.646
287.083379,45.568219,0.0096
5.0196,45.035737,0.5903
131.183432,9.938348,-0.9654
185.464997,80.270517,-0.8526
10.721694,-82.097327,0.1838
264.271186,72.423885,-0.4664
93.809337,-12.006011,0.1296
194.820644,74.223302,0.3584
285.237948,-6.092389,-0.7926
212.800974,48.637308,-0.5247
164.020779,87.116128,-0.2872
121.00045,67.341318,0.6684
16.237882,-73.921712,0.6711
328.687561,51.265087,-0.9131
213.095326,-6.628743,-0.9528
227.352799,-37.961,-0.6932
158.584492,38.185787,1.374
134.176376,-11.888311,-0.69
16.795707,15.834349,7.1018
60.836986,50.821618,-0.8728
153.197462,58.068203,-0.8207
87.013669,-5.909008,-0.7311
15.999126,-10.720073,-0.8097
196.565055,-15.638396,-0.7845
167.080934,31.813646,-0.1973
151.694282,80.579174,-0.3736
282.32259,-41.764114,-0.8193
215.830024,-38.558455,-0.3396
0.509453,26.619279,-0.7258
274.287563,-9.368879,0.444
173.731525,-81.501448,-0.1445
186.05303,-76.96105,0.1346
320.246196,18.814709,-0.3496
39.319075,-21.995352,-0.4825
215.785385,22.371658,-0.2425
101.577503,45.504011,13.4641
13.216072,-28.52355,-0.6725
157.457383,14.697447,0.3153
102.100691,-13.948319,0.3042
0.537466,76.095783,9.3014
177.460197,83.713037,1.5347
112.004431,31.62453,-0.9274
156.284381,-21.324415,-0.5982
4.223212,80.842112,-0.9547
144.641522,-29.61069,-0.0678
169.345633,5.314075,-0.1755
167.767613,79.263879,-0.5852
258.09343,19.515855,-0.1425
356.863167,-17.822619,0.4443
10.030447,-84.22062,-0.6853
142.569558,52.26039,-0.8249
308.418276,-74.416805,-0.6946
225.250834,-73.772182,0.0818
354.096537,-49.084493,-0.3968
256.82974,23.503434,0.6974
260.729036,70.789786,-0.8753
27.390431,-88.502661,0.7421
99.09171,32.041511,1.7905
210.171495,3.885676,5.1358
188.061364,21.801443,-0.1353
274.532914,34.215094,-0.2722
357.716769,28.626272,0.5349
74.449535,59.497107,-0.4205
154.223684,-70.372515,-0.7762
312.062391,-49.789454,-0.8934
301.733716,62.020252,-0.7508
294.189636,-77.18981,2.4431
223.341703,86.49607,-0.1192
357.549659,-8.158019,-0.8878
128.845242,-26.379512,-0.3509
41.866144,-10.143062,0.1133
47.721567,-38.661317,0.8854
156.849093,58.632344,-0.7623
289.781995,20.89571,-0.4675
163.02465,-38.152627,-0.9151
220.097946,50.380096,0.124
128.88778,37.551419,-0.9591
257.339234,15.684465,-0.5697
55.130997,-10.16383,-0.6996
187.241623,62.578863,3.7014
66.64663,-52.652855,1.9835
168.693169,73.158009,-0.8063
154.977849,17.37036,-0.5732
217.64237,80.071406,-0.9434
183.436285,78.388055,-0.8119
351.266806,-74.954086,-0.8308
324.112174,-29.792647,-0.1015
105.868076,27.947415,0.2512
43.62365,-66.792503,-0.8333
23.31063,8.449705,1.9021
71.277768,-28.552438,5.1142
79.958667,89.896501,-0.7273
319.925293,-53.930392,-0.7531
332.942717,-70.084274,0.8386
82.969305,-8.002482,-0.5068
273.143196,-46.097134,-0.4066
300.875025,55.605337,-0.2727
135.903809,-86.871439,0.0473
313.773879,27.409765,11.037
355.914819,-16.6393,-0.6116
348.406267,77.687449,0.0635
267.086458,74.458568,-0.8735
133.798598,54.121067,-0.9418
81.721975,-12.669844,1.262
357.433225,-13.25892,-0.6739
99.42283,-86.173664,0.3096
157.817771,76.976785,0.1145
95.084833,85.901503,0.4902
178.602789,-52.055654,-0.6672
39.73718,-4.888378,0.2402
291.260356,14.126239,3.5689
181.838564,7.162634,-0.2657
151.020844,-3.664081,1.1935
130.732056,19.132495,-0.6147
208.722353,52.091519,-0.537
280.759702,-15.448573,1.9254
324.921948,-76.583612,-0.6707
302.946601,-40.369895,-0.638
160.384739,-68.497064,-0.6702
300.237143,18.717414,-0.792
190.301542,1.630645,0.2019
229.744137,-63.03407,-0.4695
242.841745,-28.83583,-0.0745
143.88546,74.333801,-0.7953
174.979125,66.89021,-0.6943
249.332039,15.612874,0.3343
110.854168,-86.922622,-0.6807
268.888785,52.01143,0.3738
127.477132,-80.698106,-0.4653
210.776213,74.777354,-0.1122
301.544178,14.842643,7.9056
8.353771,-44.206504,0.6604
86.522416,-72.839023,2.1902
202.020362,42.639542,-0.8147
38.196878,-66.041432,0.0239
74.016624,-6.157606,2.7334
269.672207,-86.134687,0.214
9.296296,74.41562,-0.4881
219.613233,49.051433,-0.511
12.29654,-61.554793,-0.7786
41.732531,24.952825,-0.5903
140.522684,-4.048184,-0.7166
347.316729,-74.382929,-0.7363
196.505118,-6.143828,0.2178
112.400702,-23.27249,-0.6284
148.077488,-48.478162,0.2156
204.757994,78.495202,-0.3306
222.989947,-49.121172,6.6315
96.445184,29.741115,-0.5212
71.025998,85.207634,0.2744
178.311356,-86.327832,-0.7238
232.14645,-64.850604,-0.5977
293.968798,36.357033,-0.4405
213.406314,8.846459,-0.1975
249.27627,56.639907,-0.4552
174.232534,-3.789161,-0.7594
204.018933,74.83907,0.6509
228.761124,-51.846554,0.0968
85.079248,-2.392074,1.069
336.266696,64.622527,-0.3753
124.322,-65.558941,2.1231
217.687729,14.09586,-0.4918
201.943515,-16.682021,-0.8956
307.204371,16.067528,-0.2907
40.897575,-62.570892,-0.9579
318.323166,14.19919,-0.1987
49.325418,15.462906,-0.1576
52.030936,15.668792,-0.949
310.41174,-57.904913,-0.9413
92.556686,-19.798448,-0.8222
220.24313,-8.277491,-0.4429
166.899866,28.248054,-0.8728
336.335851,80.852848,1.7777
281.550236,-75.236394,-0.8439
120.59776,80.714891,0.6914
292.838669,64.564319,-0.9483
81.283856,-20.008883,2.13
221.605687,10.731779,0.5612
270.570158,-42.594094,-0.9182
253.137052,-0.78641,-0.3219
236.405521,56.928662,0.1699
298.788779,-88.657329,2.5548
200.235039,70.471424,-0.9008
334.205246,5.623841,3.6244
52.131518,20.460833,-0.5477
128.055094,-4.301415,8.1175
281.877124,-46.159845,3.3263
110.900055,-21.99451,-0.9895
159.461679,0.412811,0.3482
278.236641,-13.12973,-0.5156
193.885147,15.254236,0.8032
67.542331,-84.335545,0.2067
62.941872,38.434097,-0.12
108.443626,8.535067,0.4356
109.084525,74.257169,-0.8176
49.202837,-1.076592,-0.9337
300.477838,-83.364359,0.2962
101.745586,56.175704,-0.1327
288.808741,79.486514,1.5547
350.442066,20.442179,0.2216
119.506106,-21.175185,-0.6503
349.283158,8.781327,-0.1104
68.832288,66.321429,2.1311
233.083191,-74.87417,-0.2333
356.824854,-79.957548,-0.9503
291.013889,60.04848,2.4081
82.692283,-59.746446,-0.8287
92.639755,36.747533,-0.7031
94.475018,74.576014,-0.8268
339.47735,-46.644035,-0.2345
88.348165,78.488879,-0.6197
183.461513,55.706172,0.3305
125.960146,33.232302,0.7619
130.056984,6.013057,-0.9106
146.958435,-49.906814,-0.9567
124.21618,14.850439,-0.7086
215.973921,-81.738425,0.8305
153.169774,-16.014284,-0.066
158.764164,25.583,0.481
182.157832,69.884846,-0.8631
128.224269,-54.904187,-0.8622
271.64145,-82.477626,0.459
181.253648,-89.355965,-0.8476
183.316008,56.806665,-0.114
75.544252,-24.876607,-0.911
11.101233,-69.056047,-0.5379
291.339042,54.770947,-0.7508
307.973465,-72.042638,0.2324
86.848847,10.352396,-0.9176
129.611629,26.503227,0.796
128.88645,72.303571,-0.3129
246.316441,-12.0163,0.6969
67.404931,32.234318,-0.7625
352.336818,-87.367458,0.5945
22.270131,3.597332,-0.6972
350.556298,-10.151536,2.3461
