galaxy,r_kpc,vobs_kms,vobs_err_kms,vbar_kms
G0049,11.94736842,4466.41826297,0.0,3741.40768971
G0049,12.71052632,3971.83536740,0.0,3741.40768971
G0049,13.47368421,4365.92101115,0.0,3741.40768971
G0049,14.23684211,3946.61368413,0.0,3741.40768971
G0049,15.00000000,4035.27341770,0.0,3741.40768971
G0050,0.50000000,4384.75940317,0.0,3794.10465150
G0050,1.26315789,4202.59667223,0.0,3794.10465150
G0050,2.02631579,4179.46139246,0.0,3794.10465150
G0050,2.78947368,4194.75536040,0.0,3794.10465150
G0050,3.55263158,3856.93413847,0.0,3794.10465150
G0050,4.31578947,4059.07703714,0.0,3794.10465150
G0050,5.07894737,3941.73860589,0.0,3794.10465150
G0050,5.84210526,4180.57068999,0.0,3794.10465150
G0050,6.60526316,4027.10924084,0.0,3794.10465150
G0050,7.36842105,4130.58934000,0.0,3794.10465150
G0050,8.13157895,4123.71050120,0.0,3794.10465150
G0050,8.89473684,4132.18079658,0.0,3794.10465150
G0050,9.65789474,4132.51678839,0.0,3794.10465150
G0050,10.42105263,4004.67616308,0.0,3794.10465150
G0050,11.18421053,3921.54569733,0.0,3794.10465150
G0050,11.94736842,4002.19684939,0.0,3794.10465150
G0050,12.71052632,4361.50177920,0.0,3794.10465150
G0050,13.47368421,4217.15498565,0.0,3794.10465150
G0050,14.23684211,4261.20015454,0.0,3794.10465150
G0050,15.00000000,4425.34221274,0.0,3794.10465150
G0051,0.50000000,3949.68923014,0.0,3846.80054943
G0051,1.26315789,4304.22363437,0.0,3846.80054943
G0051,2.02631579,3971.58957960,0.0,3846.80054943
G0051,2.78947368,4127.04177339,0.0,3846.80054943
G0051,3.55263158,4298.82758631,0.0,3846.80054943
G0051,4.31578947,4535.99178723,0.0,3846.80054943
G0051,5.07894737,4033.05956817,0.0,3846.80054943
G0051,5.84210526,4177.31092943,0.0,3846.80054943
G0051,6.60526316,4439.85303304,0.0,3846.80054943
G0051,7.36842105,3884.55339789,0.0,3846.80054943
G0051,8.13157895,4273.19799930,0.0,3846.80054943
G0051,8.89473684,4132.50956632,0.0,3846.80054943
G0051,9.65789474,4012.17217192,0.0,3846.80054943
G0051,10.42105263,4227.97687482,0.0,3846.80054943
G0051,11.18421053,4322.05618136,0.0,3846.80054943
G0051,11.94736842,4005.79141507,0.0,3846.80054943
G0051,12.71052632,4276.94964301,0.0,3846.80054943
G0051,13.47368421,4233.58836285,0.0,3846.80054943
G0051,14.23684211,3936.59765011,0.0,3846.80054943
G0051,15.00000000,4523.20449881,0.0,3846.80054943
G0052,0.50000000,4486.56134275,0.0,3899.49644737
G0052,1.26315789,4071.76429852,0.0,3899.49644737
G0052,2.02631579,4129.90390604,0.0,3899.49644737
G0052,2.78947368,4418.67281772,0.0,3899.49644737
G0052,3.55263158,4149.30147767,0.0,3899.49644737
G0052,4.31578947,3863.32823602,0.0,3899.49644737
G0052,5.07894737,4477.83483272,0.0,3899.49644737
G0052,5.84210526,4256.56896825,0.0,3899.49644737
G0052,6.60526316,4660.39214982,0.0,3899.49644737
G0052,7.36842105,4330.74663554,0.0,3899.49644737
G0052,8.13157895,4295.33164723,0.0,3899.49644737
G0052,8.89473684,4866.20783421,0.0,3899.49644737
G0052,9.65789474,4218.13864470,0.0,3899.49644737
G0052,10.42105263,4052.21628458,0.0,3899.49644737
G0052,11.18421053,4303.45929381,0.0,3899.49644737
G0052,11.94736842,4496.31571953,0.0,3899.49644737
G0052,12.71052632,4006.83896836,0.0,3899.49644737
G0052,13.47368421,4061.48103515,0.0,3899.49644737
G0052,14.23684211,4350.38420204,0.0,3899.49644737
G0052,15.00000000,3574.51344378,0.0,3899.49644737
G0053,0.50000000,4076.60453819,0.0,3952.19226389
G0053,1.26315789,4483.71100543,0.0,3952.19226389
G0053,2.02631579,4185.68990960,0.0,3952.19226389
G0053,2.78947368,3961.51104056,0.0,3952.19226389
G0053,3.55263158,4727.36792935,0.0,3952.19226389
G0053,4.31578947,4008.07154909,0.0,3952.19226389
G0053,5.07894737,4199.35404724,0.0,3952.19226389
G0053,5.84210526,4231.83223022,0.0,3952.19226389
G0053,6.60526316,4330.12355884,0.0,3952.19226389
G0053,7.36842105,4232.52785169,0.0,3952.19226389
G0053,8.13157895,4294.73994165,0.0,3952.19226389
G0053,8.89473684,4324.59320634,0.0,3952.19226389
G0053,9.65789474,4293.50851834,0.0,3952.19226389
G0053,10.42105263,4332.30756723,0.0,3952.19226389
G0053,11.18421053,3799.27702129,0.0,3952.19226389
G0053,11.94736842,4407.29469844,0.0,3952.19226389
G0053,12.71052632,4009.38212473,0.0,3952.19226389
G0053,13.47368421,3845.04671630,0.0,3952.19226389
G0053,14.23684211,4610.02901107,0.0,3952.19226389
G0053,15.00000000,4035.02706506,0.0,3952.19226389
G0054,0.50000000,4408.99140334,0.0,4004.88824325
G0054,1.26315789,4200.89994968,0.0,4004.88824325
G0054,2.02631579,4221.45832098,0.0,4004.88824325
G0054,2.78947368,4475.36390397,0.0,4004.88824325
G0054,3.55263158,4140.67171567,0.0,4004.88824325
G0054,4.31578947,4451.11637106,0.0,4004.88824325
G0054,5.07894737,4452.86822477,0.0,4004.88824325
G0054,5.84210526,4624.10674812,0.0,4004.88824325
G0054,6.60526316,4296.23534289,0.0,4004.88824325
G0054,7.36842105,4598.35491190,0.0,4004.88824325
G0054,8.13157895,4745.63812747,0.0,4004.88824325
G0054,8.89473684,4716.35847076,0.0,4004.88824325
G0054,9.65789474,4497.74157872,0.0,4004.88824325
G0054,10.42105263,4467.82865356,0.0,4004.88824325
G0054,11.18421053,4992.25490334,0.0,4004.88824325
G0054,11.94736842,4857.38892384,0.0,4004.88824325
G0054,12.71052632,4202.19866672,0.0,4004.88824325
G0054,13.47368421,4571.48715304,0.0,4004.88824325
G0054,14.23684211,4501.21161189,0.0,4004.88824325
G0054,15.00000000,4385.48209697,0.0,4004.88824325
G0055,0.50000000,4461.12584811,0.0,4057.58414118
G0055,1.26315789,4535.16456172,0.0,4057.58414118
G0055,2.02631579,4634.68186831,0.0,4057.58414118
G0055,2.78947368,4475.61549747,0.0,4057.58414118
G0055,3.55263158,4502.40526932,0.0,4057.58414118
G0055,4.31578947,4735.35211930,0.0,4057.58414118
G0055,5.07894737,4497.51909819,0.0,4057.58414118
G0055,5.84210526,4547.83459351,0.0,4057.58414118
G0055,6.60526316,4646.38550013,0.0,4057.58414118
G0055,7.36842105,4788.72677184,0.0,4057.58414118
G0055,8.13157895,4698.80581253,0.0,4057.58414118
G0055,8.89473684,4510.68881352,0.0,4057.58414118
G0055,9.65789474,4473.19063596,0.0,4057.58414118
G0055,10.42105263,4156.33252610,0.0,4057.58414118
G0055,11.18421053,4491.83952434,0.0,4057.58414118
G0055,11.94736842,4197.60141092,0.0,4057.58414118
G0055,12.71052632,4200.50793080,0.0,4057.58414118
G0055,13.47368421,4571.18501367,0.0,4057.58414118
G0055,14.23684211,4404.92501558,0.0,4057.58414118
G0055,15.00000000,4531.71675205,0.0,4057.58414118
G0056,0.50000000,4344.09808727,0.0,4110.28003912
G0056,1.26315789,4754.03574229,0.0,4110.28003912
G0056,2.02631579,4516.92332637,0.0,4110.28003912
G0056,2.78947368,4751.01403341,0.0,4110.28003912
G0056,3.55263158,4635.69309421,0.0,4110.28003912
G0056,4.31578947,4521.73917330,0.0,4110.28003912
G0056,5.07894737,4377.38245417,0.0,4110.28003912
G0056,5.84210526,4491.74975924,0.0,4110.28003912
G0056,6.60526316,4670.35297872,0.0,4110.28003912
G0056,7.36842105,4641.12342936,0.0,4110.28003912
G0056,8.13157895,4216.59367286,0.0,4110.28003912
G0056,8.89473684,4714.67771121,0.0,4110.28003912
G0056,9.65789474,4436.71919827,0.0,4110.28003912
G0056,10.42105263,4667.49471775,0.0,4110.28003912
G0056,11.18421053,4328.28393561,0.0,4110.28003912
G0056,11.94736842,4627.71367358,0.0,4110.28003912
G0056,12.71052632,4306.06151097,0.0,4110.28003912
G0056,13.47368421,4513.69091176,0.0,4110.28003912
G0056,14.23684211,4417.85619625,0.0,4110.28003912
G0056,15.00000000,4420.64953589,0.0,4110.28003912
G0057,0.50000000,4413.50355874,0.0,4162.97500291
G0057,1.26315789,4507.30143927,0.0,4162.97500291
G0057,2.02631579,4146.86677968,0.0,4162.97500291
G0057,2.78947368,4741.26434693,0.0,4162.97500291
G0057,3.55263158,4760.58834899,0.0,4162.97500291
G0057,4.31578947,4441.62269351,0.0,4162.97500291
G0057,5.07894737,4228.82590172,0.0,4162.97500291
G0057,5.84210526,4395.30712292,0.0,4162.97500291
G0057,6.60526316,4757.39241224,0.0,4162.97500291
G0057,7.36842105,4684.24205646,0.0,4162.97500291
G0057,8.13157895,4473.96763269,0.0,4162.97500291
G0057,8.89473684,4745.95984587,0.0,4162.97500291
G0057,9.65789474,4305.65095278,0.0,4162.97500291
G0057,10.42105263,4403.04539505,0.0,4162.97500291
G0057,11.18421053,4649.96823151,0.0,4162.97500291
G0057,11.94736842,4520.39785569,0.0,4162.97500291
G0057,12.71052632,4408.36216101,0.0,4162.97500291
G0057,13.47368421,3971.65374212,0.0,4162.97500291
G0057,14.23684211,4694.61993114,0.0,4162.97500291
G0057,15.00000000,4615.70078682,0.0,4162.97500291
G0058,0.50000000,4198.83264439,0.0,4215.67183500
G0058,1.26315789,4737.74179705,0.0,4215.67183500
G0058,2.02631579,4596.37316436,0.0,4215.67183500
G0058,2.78947368,4663.80408660,0.0,4215.67183500
G0058,3.55263158,4817.05575019,0.0,4215.67183500
G0058,4.31578947,4429.51459557,0.0,4215.67183500
G0058,5.07894737,4763.78482743,0.0,4215.67183500
G0058,5.84210526,4756.95199353,0.0,4215.67183500
G0058,6.60526316,4774.81290280,0.0,4215.67183500
G0058,7.36842105,4975.91997194,0.0,4215.67183500
G0058,8.13157895,4751.17495859,0.0,4215.67183500
G0058,8.89473684,4470.52740371,0.0,4215.67183500
G0058,9.65789474,5013.27593306,0.0,4215.67183500
G0058,10.42105263,4345.01261655,0.0,4215.67183500
G0058,11.18421053,4493.25765223,0.0,4215.67183500
G0058,11.94736842,4377.86415872,0.0,4215.67183500
G0058,12.71052632,4576.04327437,0.0,4215.67183500
G0058,13.47368421,4848.56953208,0.0,4215.67183500
G0058,14.23684211,4898.14638126,0.0,4215.67183500
G0058,15.00000000,4706.27810709,0.0,4215.67183500
G0059,0.50000000,4515.27058727,0.0,4268.36773293
G0059,1.26315789,4528.25722131,0.0,4268.36773293
G0059,2.02631579,4516.71312945,0.0,4268.36773293
G0059,2.78947368,4879.04972777,0.0,4268.36773293
G0059,3.55263158,4446.07705075,0.0,4268.36773293
G0059,4.31578947,4858.48495617,0.0,4268.36773293
G0059,5.07894737,4649.58274328,0.0,4268.36773293
G0059,5.84210526,4697.23613069,0.0,4268.36773293
G0059,6.60526316,5009.18922242,0.0,4268.36773293
G0059,7.36842105,4546.48692785,0.0,4268.36773293
G0059,8.13157895,5044.12039458,0.0,4268.36773293
G0059,8.89473684,4328.96934199,0.0,4268.36773293
G0059,9.65789474,4465.11921212,0.0,4268.36773293
G0059,10.42105263,4289.63049796,0.0,4268.36773293
G0059,11.18421053,4483.27794935,0.0,4268.36773293
G0059,11.94736842,4792.90167934,0.0,4268.36773293
G0059,12.71052632,4828.95913175,0.0,4268.36773293
G0059,13.47368421,4728.60783025,0.0,4268.36773293
G0059,14.23684211,4719.36722173,0.0,4268.36773293
G0059,15.00000000,4383.95324442,0.0,4268.36773293
G0060,0.50000000,4401.88989838,0.0,4321.06264074
G0060,1.26315789,4786.30554399,0.0,4321.06264074
G0060,2.02631579,5032.39166730,0.0,4321.06264074
G0060,2.78947368,4628.82977709,0.0,4321.06264074
G0060,3.55263158,4415.62660756,0.0,4321.06264074
G0060,4.31578947,4353.22305213,0.0,4321.06264074
G0060,5.07894737,4554.21615121,0.0,4321.06264074
G0060,5.84210526,5087.01978757,0.0,4321.06264074
G0060,6.60526316,4665.69735871,0.0,4321.06264074
G0060,7.36842105,4469.99056440,0.0,4321.06264074
G0060,8.13157895,4570.99586164,0.0,4321.06264074
G0060,8.89473684,4600.68079902,0.0,4321.06264074
G0060,9.65789474,4777.28247177,0.0,4321.06264074
G0060,10.42105263,4559.08057199,0.0,4321.06264074
G0060,11.18421053,4504.88000703,0.0,4321.06264074
G0060,11.94736842,4670.34662369,0.0,4321.06264074
G0060,12.71052632,4825.14977261,0.0,4321.06264074
G0060,13.47368421,4883.69969523,0.0,4321.06264074
G0060,14.23684211,4844.44730961,0.0,4321.06264074
G0060,15.00000000,4606.82119310,0.0,4321.06264074
G0061,0.50000000,4367.70515310,0.0,4373.75865750
G0061,1.26315789,4581.63195073,0.0,4373.75865750
G0061,2.02631579,4839.94862555,0.0,4373.75865750
G0061,2.78947368,4453.94812278,0.0,4373.75865750
G0061,3.55263158,4832.44149299,0.0,4373.75865750
G0061,4.31578947,4631.39135587,0.0,4373.75865750
G0061,5.07894737,4633.25536228,0.0,4373.75865750
G0061,5.84210526,5039.28804730,0.0,4373.75865750
G0061,6.60526316,4824.35587321,0.0,4373.75865750
G0061,7.36842105,5099.11886005,0.0,4373.75865750
G0061,8.13157895,4548.05098215,0.0,4373.75865750
G0061,8.89473684,5041.96861602,0.0,4373.75865750
G0061,9.65789474,4989.07853064,0.0,4373.75865750
G0061,10.42105263,4057.53217645,0.0,4373.75865750
G0061,11.18421053,4751.10235126,0.0,4373.75865750
G0061,11.94736842,5140.15189535,0.0,4373.75865750
G0061,12.71052632,4957.81535844,0.0,4373.75865750
G0061,13.47368421,4666.86161184,0.0,4373.75865750
G0061,14.23684211,4716.61876743,0.0,4373.75865750
G0061,15.00000000,4461.24631422,0.0,4373.75865750
G0062,0.50000000,4879.47656021,0.0,4426.45542675
G0062,1.26315789,4396.63981451,0.0,4426.45542675
G0062,2.02631579,4584.48108633,0.0,4426.45542675
G0062,2.78947368,5099.91961756,0.0,4426.45542675
G0062,3.55263158,4824.69431751,0.0,4426.45542675
G0062,4.31578947,4741.89920613,0.0,4426.45542675
G0062,5.07894737,4804.08468845,0.0,4426.45542675
G0062,5.84210526,5491.78127672,0.0,4426.45542675
G0062,6.60526316,5079.64075008,0.0,4426.45542675
G0062,7.36842105,4642.35620384,0.0,4426.45542675
G0062,8.13157895,5232.15219197,0.0,4426.45542675
G0062,8.89473684,4808.21795655,0.0,4426.45542675
G0062,9.65789474,5008.28950643,0.0,4426.45542675
G0062,10.42105263,4687.99913231,0.0,4426.45542675
G0062,11.18421053,4603.18412882,0.0,4426.45542675
G0062,11.94736842,5023.30871872,0.0,4426.45542675
G0062,12.71052632,4643.98733115,0.0,4426.45542675
G0062,13.47368421,4640.98536729,0.0,4426.45542675
G0062,14.23684211,5046.47216565,0.0,4426.45542675
G0062,15.00000000,4549.04048616,0.0,4426.45542675
G0063,0.50000000,4540.35105986,0.0,4479.15132468
G0063,1.26315789,5020.34468753,0.0,4479.15132468
G0063,2.02631579,4408.24398421,0.0,4479.15132468
G0063,2.78947368,4703.46634180,0.0,4479.15132468
G0063,3.55263158,4797.80789737,0.0,4479.15132468
G0063,4.31578947,4558.42010169,0.0,4479.15132468
G0063,5.07894737,4614.11327290,0.0,4479.15132468
G0063,5.84210526,5049.86764055,0.0,4479.15132468
G0063,6.60526316,4958.61957735,0.0,4479.15132468
G0063,7.36842105,4656.06439192,0.0,4479.15132468
G0063,8.13157895,5016.54032211,0.0,4479.15132468
G0063,8.89473684,5258.40395049,0.0,4479.15132468
G0063,9.65789474,4573.78756456,0.0,4479.15132468
G0063,10.42105263,4902.12471634,0.0,4479.15132468
G0063,11.18421053,5370.16659649,0.0,4479.15132468
G0063,11.94736842,5036.49808156,0.0,4479.15132468
G0063,12.71052632,5085.91339899,0.0,4479.15132468
G0063,13.47368421,4838.24751383,0.0,4479.15132468
G0063,14.23684211,4692.16770065,0.0,4479.15132468
G0063,15.00000000,5166.54819779,0.0,4479.15132468
G0064,0.50000000,5106.27447014,0.0,4531.84722262
G0064,1.26315789,4931.91412943,0.0,4531.84722262
G0064,2.02631579,4829.60617229,0.0,4531.84722262
G0064,2.78947368,4512.55765922,0.0,4531.84722262
G0064,3.55263158,4983.19744640,0.0,4531.84722262
G0064,4.31578947,4773.63838431,0.0,4531.84722262
G0064,5.07894737,4912.05366551,0.0,4531.84722262
G0064,5.84210526,5110.53934159,0.0,4531.84722262
G0064,6.60526316,5147.38375629,0.0,4531.84722262
G0064,7.36842105,5122.41283261,0.0,4531.84722262
G0064,8.13157895,5502.17779786,0.0,4531.84722262
G0064,8.89473684,5232.70764452,0.0,4531.84722262
G0064,9.65789474,4760.19748142,0.0,4531.84722262
G0064,10.42105263,4742.34141524,0.0,4531.84722262
G0064,11.18421053,5520.24713792,0.0,4531.84722262
G0064,11.94736842,4780.65647927,0.0,4531.84722262
G0064,12.71052632,4933.74064511,0.0,4531.84722262
G0064,13.47368421,5376.03842003,0.0,4531.84722262
G0064,14.23684211,5368.73437410,0.0,4531.84722262
G0064,15.00000000,4931.14552181,0.0,4531.84722262
G0065,0.50000000,5062.66005750,0.0,4584.54312056
G0065,1.26315789,4593.19533812,0.0,4584.54312056
G0065,2.02631579,4774.96355346,0.0,4584.54312056
G0065,2.78947368,4910.79428200,0.0,4584.54312056
G0065,3.55263158,5000.73264845,0.0,4584.54312056
G0065,4.31578947,4921.28345035,0.0,4584.54312056
G0065,5.07894737,5040.23815285,0.0,4584.54312056
G0065,5.84210526,5550.55920619,0.0,4584.54312056
G0065,6.60526316,5118.28339118,0.0,4584.54312056
G0065,7.36842105,5079.35825551,0.0,4584.54312056
G0065,8.13157895,5002.60508396,0.0,4584.54312056
G0065,8.89473684,4959.15293212,0.0,4584.54312056
G0065,9.65789474,5310.51688554,0.0,4584.54312056
G0065,10.42105263,4754.22646485,0.0,4584.54312056
G0065,11.18421053,4970.73992843,0.0,4584.54312056
G0065,11.94736842,4728.08628819,0.0,4584.54312056
G0065,12.71052632,5023.94008332,0.0,4584.54312056
G0065,13.47368421,5031.92366715,0.0,4584.54312056
G0065,14.23684211,5232.37380199,0.0,4584.54312056
G0065,15.00000000,5301.69235077,0.0,4584.54312056
G0066,0.50000000,5227.38773855,0.0,4637.23901850
G0066,1.26315789,5470.04700047,0.0,4637.23901850
G0066,2.02631579,5461.50732806,0.0,4637.23901850
G0066,2.78947368,5139.42439500,0.0,4637.23901850
G0066,3.55263158,5154.09437172,0.0,4637.23901850
G0066,4.31578947,4569.79942927,0.0,4637.23901850
G0066,5.07894737,5140.66009084,0.0,4637.23901850
G0066,5.84210526,5058.35618370,0.0,4637.23901850
G0066,6.60526316,4632.48500124,0.0,4637.23901850
G0066,7.36842105,4950.51126336,0.0,4637.23901850
G0066,8.13157895,5301.85548998,0.0,4637.23901850
G0066,8.89473684,4746.25638602,0.0,4637.23901850
G0066,9.65789474,5386.73790297,0.0,4637.23901850
G0066,10.42105263,5179.76003857,0.0,4637.23901850
G0066,11.18421053,5001.86613182,0.0,4637.23901850
G0066,11.94736842,5023.63798422,0.0,4637.23901850
G0066,12.71052632,5269.60105158,0.0,4637.23901850
G0066,13.47368421,4697.52696403,0.0,4637.23901850
G0066,14.23684211,5575.92072765,0.0,4637.23901850
G0066,15.00000000,4853.86358374,0.0,4637.23901850
G0067,0.50000000,4921.33713111,0.0,4689.93491643
G0067,1.26315789,5429.48231540,0.0,4689.93491643
G0067,2.02631579,5319.28064245,0.0,4689.93491643
G0067,2.78947368,5456.25097096,0.0,4689.93491643
G0067,3.55263158,5384.76180452,0.0,4689.93491643
G0067,4.31578947,5213.44375090,0.0,4689.93491643
G0067,5.07894737,4790.56838148,0.0,4689.93491643
G0067,5.84210526,4996.16080781,0.0,4689.93491643
G0067,6.60526316,5167.91231636,0.0,4689.93491643
G0067,7.36842105,5112.74393261,0.0,4689.93491643
G0067,8.13157895,4591.92133764,0.0,4689.93491643
G0067,8.89473684,5384.35864692,0.0,4689.93491643
G0067,9.65789474,5560.06514912,0.0,4689.93491643
G0067,10.42105263,5491.73923462,0.0,4689.93491643
G0067,11.18421053,4856.71369240,0.0,4689.93491643
G0067,11.94736842,5228.68537075,0.0,4689.93491643
G0067,12.71052632,4573.06077057,0.0,4689.93491643
G0067,13.47368421,5549.54320354,0.0,4689.93491643
G0067,14.23684211,4620.80910649,0.0,4689.93491643
G0067,15.00000000,5222.17175875,0.0,4689.93491643
G0068,0.50000000,5475.43251662,0.0,4742.63081437
G0068,1.26315789,5508.74217806,0.0,4742.63081437
G0068,2.02631579,5263.63228455,0.0,4742.63081437
G0068,2.78947368,4805.77515561,0.0,4742.63081437
G0068,3.55263158,5148.45877527,0.0,4742.63081437
G0068,4.31578947,5105.21364709,0.0,4742.63081437
G0068,5.07894737,5269.94240260,0.0,4742.63081437
G0068,5.84210526,5430.19747603,0.0,4742.63081437
G0068,6.60526316,5345.92720600,0.0,4742.63081437
G0068,7.36842105,5723.56586022,0.0,4742.63081437
G0068,8.13157895,5345.67105448,0.0,4742.63081437
G0068,8.89473684,5074.03671406,0.0,4742.63081437
G0068,9.65789474,5596.36372863,0.0,4742.63081437
G0068,10.42105263,5093.25775610,0.0,4742.63081437
G0068,11.18421053,5247.56322714,0.0,4742.63081437
G0068,11.94736842,5221.40917102,0.0,4742.63081437
G0068,12.71052632,4581.30427440,0.0,4742.63081437
G0068,13.47368421,5246.25829838,0.0,4742.63081437
G0068,14.23684211,5249.52349382,0.0,4742.63081437
G0068,15.00000000,5120.37880305,0.0,4742.63081437
G0069,0.50000000,5195.17052251,0.0,4795.32671231
G0069,1.26315789,4896.12368941,0.0,4795.32671231
G0069,2.02631579,5253.70507502,0.0,4795.32671231
G0069,2.78947368,5625.30736486,0.0,4795.32671231
G0069,3.55263158,5185.75723853,0.0,4795.32671231
G0069,4.31578947,5095.54058267,0.0,4795.32671231
G0069,5.07894737,5073.14623484,0.0,4795.32671231
G0069,5.84210526,5759.81565118,0.0,4795.32671231
G0069,6.60526316,4877.59147863,0.0,4795.32671231
G0069,7.36842105,5453.17656988,0.0,4795.32671231
G0069,8.13157895,5261.27819290,0.0,4795.32671231
G0069,8.89473684,5734.65132329,0.0,4795.32671231
G0069,9.65789474,5575.16782553,0.0,4795.32671231
G0069,10.42105263,5209.02754958,0.0,4795.32671231
G0069,11.18421053,4828.87374944,0.0,4795.32671231
G0069,11.94736842,5606.13535646,0.0,4795.32671231
G0069,12.71052632,5613.56598456,0.0,4795.32671231
G0069,13.47368421,4943.08246742,0.0,4795.32671231
G0069,14.23684211,5427.09013485,0.0,4795.32671231
G0069,15.00000000,5022.64630925,0.0,4795.32671231
G0070,0.50000000,5084.34018386,0.0,4848.02261025
G0070,1.26315789,4863.99461296,0.0,4848.02261025
G0070,2.02631579,5536.36417075,0.0,4848.02261025
G0070,2.78947368,5361.33651298,0.0,4848.02261025
G0070,3.55263158,5420.41406931,0.0,4848.02261025
G0070,4.31578947,5673.78069708,0.0,4848.02261025
G0070,5.07894737,5466.46686894,0.0,4848.02261025
G0070,5.84210526,5444.23406493,0.0,4848.02261025
G0070,6.60526316,5487.79709384,0.0,4848.02261025
G0070,7.36842105,5008.06862976,0.0,4848.02261025
G0070,8.13157895,5280.51269890,0.0,4848.02261025
G0070,8.89473684,4970.59433617,0.0,4848.02261025
G0070,9.65789474,5051.61780285,0.0,4848.02261025
G0070,10.42105263,5265.34432885,0.0,4848.02261025
G0070,11.18421053,5570.47761457,0.0,4848.02261025
G0070,11.94736842,5833.98741886,0.0,4848.02261025
G0070,12.71052632,5002.61467444,0.0,4848.02261025
G0070,13.47368421,5335.47075803,0.0,4848.02261025
G0070,14.23684211,5270.87359435,0.0,4848.02261025
G0070,15.00000000,5429.07210392,0.0,4848.02261025
G0071,0.50000000,5502.83493780,0.0,4900.71850818
G0071,1.26315789,5444.01958963,0.0,4900.71850818
G0071,2.02631579,5088.54339633,0.0,4900.71850818
G0071,2.78947368,5452.64296573,0.0,4900.71850818
G0071,3.55263158,5585.69312467,0.0,4900.71850818
G0071,4.31578947,5209.86582036,0.0,4900.71850818
G0071,5.07894737,5875.99870481,0.0,4900.71850818
G0071,5.84210526,5284.31854739,0.0,4900.71850818
G0071,6.60526316,5177.65758836,0.0,4900.71850818
G0071,7.36842105,5426.36281767,0.0,4900.71850818
G0071,8.13157895,5278.25589736,0.0,4900.71850818
G0071,8.89473684,4981.60191226,0.0,4900.71850818
G0071,9.65789474,5340.13086445,0.0,4900.71850818
G0071,10.42105263,5773.74498796,0.0,4900.71850818
G0071,11.18421053,5882.51347869,0.0,4900.71850818
G0071,11.94736842,5195.52199220,0.0,4900.71850818
G0071,12.71052632,5589.15482352,0.0,4900.71850818
G0071,13.47368421,5382.55661528,0.0,4900.71850818
G0071,14.23684211,5423.02289471,0.0,4900.71850818
G0071,15.00000000,5685.96359787,0.0,4900.71850818
G0072,0.50000000,5634.87614222,0.0,4953.41440612
G0072,1.26315789,5446.32216129,0.0,4953.41440612
G0072,2.02631579,5153.64450390,0.0,4953.41440612
G0072,2.78947368,5100.88553416,0.0,4953.41440612
G0072,3.55263158,5387.32032301,0.0,4953.41440612
G0072,4.31578947,5492.07035413,0.0,4953.41440612
G0072,5.07894737,5540.59264466,0.0,4953.41440612
G0072,5.84210526,5615.93236139,0.0,4953.41440612
G0072,6.60526316,5669.33427001,0.0,4953.41440612
G0072,7.36842105,4755.23418205,0.0,4953.41440612
G0072,8.13157895,5648.75758570,0.0,4953.41440612
G0072,8.89473684,5121.56714085,0.0,4953.41440612
G0072,9.65789474,5705.67586610,0.0,4953.41440612
G0072,10.42105263,5495.59173442,0.0,4953.41440612
G0072,11.18421053,5575.01681117,0.0,4953.41440612
G0072,11.94736842,5258.44509512,0.0,4953.41440612
G0072,12.71052632,5481.00115025,0.0,4953.41440612
G0072,13.47368421,4900.04127838,0.0,4953.41440612
G0072,14.23684211,5700.58958955,0.0,4953.41440612
G0072,15.00000000,5315.21711782,0.0,4953.41440612
G0073,0.50000000,4755.02311866,0.0,5006.10905655
G0073,1.26315789,5752.01327138,0.0,5006.10905655
G0073,2.02631579,5920.05258503,0.0,5006.10905655
G0073,2.78947368,5222.83990781,0.0,5006.10905655
G0073,3.55263158,5793.31405948,0.0,5006.10905655
G0073,4.31578947,5257.35339775,0.0,5006.10905655
G0073,5.07894737,4843.11603332,0.0,5006.10905655
G0073,5.84210526,5364.37344871,0.0,5006.10905655
G0073,6.60526316,5551.18571443,0.0,5006.10905655
G0073,7.36842105,5498.58954622,0.0,5006.10905655
G0073,8.13157895,5490.40915913,0.0,5006.10905655
G0073,8.89473684,5543.07075956,0.0,5006.10905655
G0073,9.65789474,5521.25856578,0.0,5006.10905655
G0073,10.42105263,5403.11464522,0.0,5006.10905655
G0073,11.18421053,5297.87521870,0.0,5006.10905655
G0073,11.94736842,5389.52420591,0.0,5006.10905655
G0073,12.71052632,5366.07214168,0.0,5006.10905655
G0073,13.47368421,5379.38603369,0.0,5006.10905655
G0073,14.23684211,5160.89298155,0.0,5006.10905655
G0073,15.00000000,5313.93028614,0.0,5006.10905655
G0074,0.50000000,5542.30474850,0.0,5058.80620200
G0074,1.26315789,5605.00553118,0.0,5058.80620200
G0074,2.02631579,5501.94116885,0.0,5058.80620200
G0074,2.78947368,5468.92534338,0.0,5058.80620200
G0074,3.55263158,5667.10971046,0.0,5058.80620200
G0074,4.31578947,5744.38946214,0.0,5058.80620200
G0074,5.07894737,5707.30076604,0.0,5058.80620200
G0074,5.84210526,5036.67096394,0.0,5058.80620200
G0074,6.60526316,5393.92894752,0.0,5058.80620200
G0074,7.36842105,5714.35888929,0.0,5058.80620200
G0074,8.13157895,5661.85157639,0.0,5058.80620200
G0074,8.89473684,5707.22645071,0.0,5058.80620200
G0074,9.65789474,5606.36683240,0.0,5058.80620200
